id,alias,name_JP,name,altname_JP,altname,aliasParent,aliasRef,aliasMtp,parentFactor,lvFactor,encFactor,encSlot,mtp,LV,chance,value,cost,geneSlot,sort,target,proc,type,group,category,categorySub,abilityType,tag,thing,eleP,cooldown,charge,radius,max,req,idTrainer,partySkill,tagTrainer,levelBonus_JP,levelBonus,foodEffect,***,langAct,detail_JP,detail,textPhase_JP,textPhase,textExtra_JP,textExtra,textInc_JP,textInc,textDec_JP,textDec,textAlt_JP,textAlt,adjective_JP,adjective
1207,featFoxBless,狐守,Fox Ward,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは狐に見守られている。,You are watched over by the fox.,"祝福は仲間をさらに保護する,呪いは敵をさらに脆弱にする","Blessings further protect allies,Hexes further weaken enemies",,,,,,,,
1208,featFoxLearn,古き狐の血統,Old Fox Lineage,,,,,,0,0,100,,1,1,1000,0,14,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,1,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたの血脈は古い。,Your lineage is ancient.,"魔法の習得速度の上昇,魔法の手と魔法の剣の強化,長剣で攻撃時に命中率上昇","Increased spell learning speed,Enhanced Touch and Sword spells,To-Hit bonus when attacking with longswords",,,,,,,,
1209,featFluffyTail,ふさふさの尻尾,Fluffy Tail,,,,,,0,0,100,,1,1,1000,0,2,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,1,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたはふさふさの尻尾を持っている。,You have a fluffy tail.,"尻尾が動く,腰装備時に速度が減少","Your tail moves,Decreased speed when equipping waist gear",,,,,,,,
1210,featUndead,アンデッド,Undead,,,,,,0,0,100,,1,1,1000,0,7,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたはアンデッドだ。,You are undead.,,,,,,,,,,
1211,featSnail,かたつむり,Snaily,,,,,,0,0,100,,1,1,1000,0,1,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,1,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたはかたつむりだ。,You are snaily.,塩で溶ける,Melt in salt,,,,,,,,
1212,featFairyResist,精霊の鱗粉,Elemental Dust,,,,,,0,0,100,,1,1,1000,0,12,2,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,1,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは輝く鱗粉をまとっている。,You are protected.,,,,,,,,,,
1213,featElea,古き森の民,Old Forest Dweller,,,,,,0,0,100,,1,1,1000,0,4,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたはエーテルの影響を受けない。,You are unaffected by the ether.,,,,,,,,,,
1214,featManaPrecision,魔法の精度,Magic Precision,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたの詠唱は精密だ。,Your casting is precise.,範囲魔法が味方に当たりにくくなる,Reduce the chance area spells hitting friends,,,,,,,,
1215,featDwarf,蜜酒の虜,Mead Blood,,,,,,0,0,100,,1,1,1000,0,2,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたの体には蜜酒の血が流れている。,Mead runs in your blood.,"泥酔時に様々なボーナスを受ける,酔ってもふらつかない,一時的能力上昇効果の増加","Receive various bonuses when drunk,Walk straight when drunk,Increase the effect of temporary attribute boosts",,,,,,,,
1216,featSuccubus,月夜の眷属,Moonlit Kin,,,,,,0,0,100,,1,1,1000,0,10,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは気持ちいいことが大好きだ。,You love things that feel good.,"寝ている生物に悪さできる,気持ちいいことで成長する","Able to prey on sleeping creatures,Grow through pleasurable experiences",,,,,,,,
1217,featGolem,魔導生命体,Arcane Core,,,,,,0,0,100,,1,1,1000,0,6,2,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは魔導によって動いている。,You are powered by arcane forces.,"朦朧状態にならない,出血しない","Immune to daze,Immune to bleeding",,,,,,,,
1218,featMetal,メタル,Metal,,,,,,0,0,100,,1,1,1000,0,1,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,999,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは傷つかない。,You don't get hurt.,全てのダメージを大幅に軽減,Reduce all damage significantly,,,,,,,,
1219,featElderCrab,カニバサミ,Crab Claw Grip,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,1,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは巨大なハサミを持っている。,You have gigantic scissors.,ハサミで攻撃対象を拘束する,Restrain the target with scissors,,,,,,,,
1220,featFate,運命,Fate,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,旅の途中で身につけた特性。,A trait acquired during your journey,あなたは運命に導かれている。,You are guided by fate.,スタミナが半分以上ある時死を回避,Avoid death when stamina is more than half,,,,,,,,
1221,featSpike,トゲトゲ,Spiky,,,,,,0,0,100,,1,1,1000,0,4,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは身を守るトゲをまとっている。,You wear thornes to protect yourself.,トゲが攻撃者を傷つける,Thornes harm those who attack,,,,,,,,
1222,featSplit,分裂生物,Splitter,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは分裂する。,You split.,傷つけられると分裂する,Split when hurt,,,,,,,,
1223,featAcidBody,酸の身体,Acid Body,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたの身体には酸の血が流れている。,Your blood is acidic.,酸が攻撃者を傷つける,Acid burns those who attack,,,,,,,,
1224,featShiva,シヴァの加護,Blessing of Shiva,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは氷の精霊の加護を受けている。,You are guarded by the spirit of ice.,,,,,,,,,,
1225,featLoyal,忠誠心,Loyal,,,,,,0,0,0,,1,1,1000,0,2,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,旅の途中で身につけた特性。,A trait acquired during your journey,あなたは忠誠心に厚い。,Your loyalty is deep.,仲間への攻撃をガードする,Guard allies,,,,,,,,
1226,featUnderground,地底の住人,Underground Dweller,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは暗い地底での生活に適応している。,You are adapted to life in the dark underworld.,,,,,,,,,,
1227,featServant,使徒,Servant,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは神の使いだ。,You are servant of God.,,,,,,,,,,
1228,featDemigod,神秘の残光,Sacred Twilight,,,,,,0,0,100,,1,1,1000,0,9,2,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは半神だ。,You are demigod.,"信仰の上昇増加,神の加護によるボーナスの増加,無信仰の時に全主能力増加,神々から懲罰を受けない","Faster faith gain,More benefit from God's favour,Increases all attributes when faithless,Immune to divine punishment",,,,,,,,
1229,featLittleOne,リトルワン,Little One,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,,,"innate,foodEnc",,50,0,10,5,5,,,0,,,,little,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは成長しない。,You don't grow up.,,,,,,,"アダム,アダム,アダム","Adam,Adam,Adam",,
1230,featAdam,アダム,Adam,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは進化している。,You are evolved.,,,,,,,,,,
1231,featNirvana,悟り,Nirvana,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,旅の途中で身につけた特性。,A trait acquired during your journey,あなたは罵倒されると喜ぶ。,You take pleasure in being insulted.,罵倒された時に高揚を付与,Gain Euphoric when insulted,#1は悟りを開いた。,#1 are/is enlightened.,#1は普通になった。,#1 become(s) normal.,,,,
1232,featBaby,赤ちゃん,Baby,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは赤ちゃんだ。,You are baby.,"乳で成長する,刷り込みできる","Grow with milk,Capable of imprinting",,,,,,,,
1233,featCosmicHorror,星界からの恐怖,Cosmic Horror,,,,,,0,0,100,,1,1,1000,0,22,2,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,1,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたの存在は恐怖をもたらす。,Your existence brings terror.,,,,,,,,,,
1234,featHeavyEater,大食い,Heavy Eater,,,,,,0,0,100,,1,1,1000,0,2,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,3,,,0,,,,,,,旅の途中で身につけた特性。,A trait acquired during your journey,あなたの胃袋は底なしだ。,Your stomach is bottomless.,満腹度の上限上昇,Increased hunger cap,,,,,,,,
1235,featLightEater,少食,Light Eater,,,,,,0,0,100,,1,1,1000,0,2,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,3,,,0,,,,,,,旅の途中で身につけた特性。,A trait acquired during your journey,あなたの胃袋は小さい。,Your stomach is small.,満腹度の上限減少,Decreased hunger cap,,,,,,,,
1236,featNorland,北の国から,From North,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,3,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは北方で育った。,You grew up in the north.,"満腹度の上限上昇,冷気によるアイテム破壊からの保護","Increased hunger cap,Protected from item destruction by cold",,,,,,,,
1237,featRoran,希少種,Rare Race,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,1,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは儚く尊い。,You are fleeting and precious.,"フィートの獲得速度上昇,遺伝適正","Learn feats faster,Gene suitability",,,,,,,,
1238,featElder,古代種,Elder Race,,,,,,0,0,100,,1,1,1000,0,15,2,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,1,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは古い種族だ。,You are of an elder race.,上位の属性を扱える,Able to harness superior elements.,,,,,,,,
1239,featDemon,悪魔,Demon,,,,,,0,0,100,,1,1,1000,0,18,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは悪魔だ。,You are demon.,,,,,,,,,,
1240,featMassSummoner,群れの主,Leader of the Pack,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,旅の途中で身につけた特性。,A trait acquired during your journey,あなたは群れを率いる。,You are the leader of the pack.,一度に召喚できるミニオンの数の増加,Increased number of minions summonable at once,,,,,,,,
1241,featMeatCushion,肉の壁,Wall of Flesh,,,,,,0,0,100,,1,1,1000,0,6,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは分厚い肉で攻撃を防ぐ。,You interpose thick flesh to stop the strike.,範囲内の味方へのダメージを肩代わりする,Take damage in place of nearby allies,,,,,,,,
1242,featGeneSlot,可能性の獣,Beast of Possibility,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,1,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは可能性を秘めている。,You carry hidden potential.,遺伝子枠の上限+#1,+#1 gene slot limit,,,,,,,,
1243,featEternalYouth,永遠の若さ,Eternal Youth,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,1,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは永遠に若い。,You are eternally young.,加齢無効,Immunity to Aging,,,,,,,,
1244,featCentaur,射手座,Sagittarius,,,,,,0,0,100,,1,1,1000,0,4,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,1,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは射手座に見守られている。,You are watched over by Sagittarius.,"遠隔武器と魔法の矢に貫通性能を付与,セブンセンシズに目覚めている時に攻撃が必中","Grants penetration to ranged weapons and magical arrows,Attacks never miss while awakened to the Seventh Sense",,,,,,,,
1245,featSevenSense,セブンセンシズ,Seventh Sense,,,,,,0,0,100,,1,1,1000,0,10,1,0,,,Feat,FEAT,feat,,,innate,,50,50,10,5,1,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは心に小宇宙を持っている。,You hold a cosmos inside your heart.,マナが尽きた時に能力が大幅に向上,Boost attributes when mana depletes,,,,,,,,
1246,featPegasus,ペガサス座,Pegasus,,,,,,0,0,100,,1,1,1000,0,4,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,1,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたはペガサス座に見守られている。,You are watched over by Pegasus.,"格闘と魔法の手に貫通性能を付与,セブンセンシズに目覚めている時に攻撃が必中","Grants penetration to martial arts and magical hands,Attacks never miss while awakened to the Seventh Sense",,,,,,,,
1247,featLibra,天秤座,Libra,,,,,,0,0,100,,1,1,1000,0,4,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,1,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは天秤座に見守られている。,You are watched over by Libra.,"近接武器と魔法の剣に貫通性能を付与,セブンセンシズに目覚めている時に攻撃が必中","Grants penetration to melee weapons and magical swords,Attacks never miss while awakened to the Seventh Sense",,,,,,,,
1248,featMiscreation,できそこない,Miscreation,,,,,,0,0,100,,1,1,1000,0,1,-1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,10,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたはできそこないだ。,You are a miscreation.,???,???,,,,,,,,
1249,featBloodBond,血の絆,Blood Bond,,,,,,0,0,100,,1,1,1000,0,6,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,2,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは仲間に攻撃を身代わりさせる。,You transfer your pain to your ally.,自分へのダメージを味方に肩代わりさせる,Redirects damage to your ally,,,,,,,,
1250,featVampire,夜の支配者,Lord of the Night,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,2,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは夜を支配する。,You reign over the night.,"食事で栄養が取れない,夜間に能力上昇","Food provides no nutrition,Attributes rise at night",,,,,,,,
1251,featAshborn,灰化体質,Ashborn,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは太陽の光を浴びると灰になる。,You turn to ash in sunlight.,太陽光で発火する,Ignite in sunlight,,,,,,,,
1270,featGoodKarma,善人,Good,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,1,,,0,,,,,,,旅の途中で身につけた特性。,A trait acquired during your journey,あなたは善人だ。,You are good.,"祠や神像の出現率上昇,特定モンスターの出現率上昇,特定モンスターの友好化","Increased spawn rate of shrines and statues,Increased spawn rate of certain monsters,Certain monsters become friendly",あなたは徳に満ちた人生を送っている。,You are living a virtuous life.,あなたは前ほど善人ではない。,You are not as good a person as you used to be.,,,,
1271,featBadKarma,悪人,Evil,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,1,,,0,,,,,,,旅の途中で身につけた特性。,A trait acquired during your journey,あなたは悪人だ。,You are evil.,"レアモンスターの出現率上昇,特定モンスターの敵対化","Increased spawn rate of rare monsters,Certain monsters become hostile",あなたは業の深い人生を送っている。,You are living a life heavy with karma.,あなたは前ほど悪人ではない。,You are not as evil a person as you used to be.,,,,
1272,featPeacemaker,仲裁者,Peacemaker,,,,,,0,0,100,,1,1,1000,0,4,3,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,3,,,0,,,,,,,旅の途中で身につけた特性。,A trait acquired during your journey,あなたは仲間の不仲を見過ごさない。,You step in when your companions fall out.,"パーティーメンバーの喧嘩許容量 +#1,主人公もしくは調和のエリン信仰時のみ有効","Party quarrel threshold +#1,Effective only for the player or under faith of Elin of Harmony",,,,,,,,
1273,featBloom,絆の覚醒,Awakening of Bonds,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,1,,,0,,,,,,,旅の途中で身につけた特性。,A trait acquired during your journey,あなたは深い絆で繋がれている。,You are bound by a deep bond.,"遺伝子枠の上限+#1,交換日記の効果増大,経験値ボーナス増大","+#1 gene slot limit,Enhanced Shared Diary effect,Boosted Exp Bonus",,,,,,,,
1290,featGoddess,女神性,Goddesshood,,,,,,0,0,100,,1,1,1000,0,1000,1,0,,,Feat,FEAT,feat,,,innate,,50,0,10,5,5,,,0,,,,,,,種族により受け継がれた特性。,A trait inherited from race.,あなたは女神だ。,You are goddess.,"穢れた心からの保護,純潔がマイナスの時は無効","Protected from impurity,Ineffective if Innocence is negative",,,,,,,,
1300,featGod_element1,元素の加護,Favor of the Element,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,god,,innate,,50,0,10,5,5,,,0,,,,,,,神から授かった恩恵。,A divine endowment.,あなたは神の加護を受けている。,You are blessed by God.,,,,,,,,,,
1305,featGod_earth1,大地の加護,Favor of the Earth,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,god,,innate,,50,0,10,5,5,,,0,,,,,,,神から授かった恩恵。,A divine endowment.,あなたは神の加護を受けている。,You are blessed by God.,全てのダメージを軽減する,Reduce all damage,,,,,,,,
1310,featGod_wind1,風の加護,Favor of the Wind,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,god,,innate,,50,0,10,5,5,,,0,,,,,,,神から授かった恩恵。,A divine endowment.,あなたは女神の加護を受けている。,You are blessed by Goddess.,,,,,,,,,,
1315,featGod_machine1,機械の加護,Favor of the Machine,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,god,,innate,,50,0,10,5,5,,,0,,,,,,,神から授かった恩恵。,A divine endowment.,あなたは神の加護を受けている。,You are blessed by God.,機械を支配する,Dominate machines,,,,,,,,
1320,featGod_healing1,癒しの加護,Favor of the Healing,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,god,,innate,,50,0,10,5,5,,,0,,,,,,,神から授かった恩恵。,A divine endowment.,あなたは女神の加護を受けている。,You are blessed by Goddess.,,,,,,,,,,
1325,featGod_harvest1,収穫の加護,Favor of the Harvest,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,god,,innate,,50,0,10,5,5,,,0,,,,,,,神から授かった恩恵。,A divine endowment.,あなたは神の加護を受けている。,You are blessed by God.,"腐った食料を種に変える,種の改良強化,作物の出荷額ボーナス,植物を友好化する","Extract seeds from rotten foods,Improve seeds,Bonus crop shipping value,Turn plants friendly",,,,,,,,
1330,featGod_luck1,幸運の加護,Favor of the Luck,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,god,,innate,,50,0,10,5,5,,,0,,,,,,,神から授かった恩恵。,A divine endowment.,あなたは女神の加護を受けている。,You are blessed by Goddess.,"魔法とスタミナの消費がランダムになる,魚の出荷額ボーナス","Randomize mana and stamina cost,Bonus fish shipping value",,,,,,,,
1335,featGod_harmony1,調和の加護,Favor of the Harmony,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,god,,innate,,50,0,10,5,5,,,0,,,,,,,神から授かった恩恵。,A divine endowment.,あなたは女神の加護を受けている。,You are blessed by Goddess.,,,,,,,,,,
1340,featGod_oblivion1,忘却の加護,Favor of the Oblivion,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,god,,innate,,50,0,10,5,5,,,0,,,,,,,神から授かった恩恵。,A divine endowment.,あなたは女神の加護を受けている。,You are blessed by Goddess.,,,,,,,,,,
1345,featGod_trickery1,悪戯の加護,Favor of the Trickery,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,god,,innate,,50,0,10,5,5,,,0,,,,,,,神から授かった恩恵。,A divine endowment.,あなたは神の加護を受けている。,You are blessed by God.,ダメージを与えれない時でも属性による状態異常が有効,Elemental status effects still trigger even without damage,,,,,,,,
1350,featGod_moonshadow1,月影の加護,Favor of the Moonshadow,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,god,,innate,,50,0,10,5,5,,,0,,,,,,,神から授かった恩恵。,A divine endowment.,あなたは女神の加護を受けている。,You are blessed by Goddess.,近接攻撃は敵からマナを奪う,Melee attacks steal mana from enemy,,,,,,,,
1355,featGod_strife1,戦禍の加護,Favor of the Strife,,,,,,0,0,100,,1,1,1000,0,0,-1,0,,,Feat,FEAT,feat,god,,innate,,50,0,10,5,5,,,0,,,,,,,神から授かった恩恵。,A divine endowment.,あなたは神の加護を受けている。,You are blessed by God.,敵を倒すごとに物理攻撃が強化される,Physical attacks enhanced with each enemy defeated,,,,,,,,
1400,featWarrior,武器の知識,Weapon Mastery,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Feat,FEAT,feat,,,class,,50,0,10,5,5,,,0,,,,,,,専門の職業に従事し、長い年月を経て獲得した特性。,A trait acquired over many years of working in a specialized profession.,あなたは武器の扱いに習熟している。,You are skilled in handling weapons.,近接武器の威力増加,Increased effectiveness of melee weapons,,,,,,,,
1401,featThief,盗賊の幸運,Thief's Luck,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Feat,FEAT,feat,,,class,,50,0,10,5,5,,,0,,,,,,,専門の職業に従事し、長い年月を経て獲得した特性。,A trait acquired over many years of working in a specialized profession.,あなたは運を味方につけている。,You have luck on your side.,,,,,,,,,,
1402,featWizard,魔術の心得,Magic Mastery,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Feat,FEAT,feat,,,class,,50,0,10,5,5,,,0,,,,,,,専門の職業に従事し、長い年月を経て獲得した特性。,A trait acquired over many years of working in a specialized profession.,あなたは魔術の知識を身につけている。,You have knowledge of magic.,専門領域+#1,+#1 Specialized Domain,,,,,,,,
1403,featFarmer,農夫の足腰,Farming Legs,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Feat,FEAT,feat,,,class,,50,0,10,5,5,,,0,,,,,,,専門の職業に従事し、長い年月を経て獲得した特性。,A trait acquired over many years of working in a specialized profession.,あなたの足腰は鍛え上げられている。,Your legs and hips are well-trained.,スタミナ消費の軽減,Reduced stamina usage,,,,,,,,
1404,featArcher,射撃の名手,Ranged Mastery,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Feat,FEAT,feat,,,class,,50,0,10,5,5,,,0,,,,,,,専門の職業に従事し、長い年月を経て獲得した特性。,A trait acquired over many years of working in a specialized profession.,あなたは射撃に習熟している。,You are proficient in shooting.,遠隔武器の威力増加,Increased effectiveness of ranged weapons,,,,,,,,
1405,featPianist,音楽家,Musician,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Feat,FEAT,feat,,,class,,50,0,10,5,5,,,0,,,,,,,専門の職業に従事し、長い年月を経て獲得した特性。,A trait acquired over many years of working in a specialized profession.,あなたには音楽のセンスがある。,You have a sense of music.,"演奏の質と楽曲の習得速度の上昇,演奏報酬へのボーナス","Enhanced performance quality,Bonus to performance reward",,,,,,,,
1406,featTourist,観光気分,Vacation Vibe,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Feat,FEAT,feat,,,class,,50,0,10,5,5,,,0,,,,,,,専門の職業に従事し、長い年月を経て獲得した特性。,A trait acquired over many years of working in a specialized profession.,あなたはいつも観光気分だ。,You are always in a sightseeing mood.,"店の売り物価格上昇,店の在庫上昇","Increased store price,Increased store inventory",,,,,,,,
1407,featPaladin,敬虔,Devout,,,,,,0,0,100,,1,1,1000,0,3,1,0,,,Feat,FEAT,feat,,,class,,50,0,10,5,5,,,0,,,,,,,専門の職業に従事し、長い年月を経て獲得した特性。,A trait acquired over many years of working in a specialized profession.,あなたは敬虔だ。,You are devout.,神の加護によるボーナスの増加,More benefit from God's favour,,,,,,,,
1408,featPaladin2,防衛本能,Defensive Instinct,,,,,,0,0,100,,1,1,1000,0,5,1,0,,,Feat,FEAT,feat,,,class,,50,0,10,5,1,,,0,,,,,,,専門の職業に従事し、長い年月を経て獲得した特性。,A trait acquired over many years of working in a specialized profession.,あなたは仲間を守りたい。,You want to protect your allies.,ジュア信仰時にレイハンドが使用可能,Lay on Hands available when worshipping Jure,,,,,,,,
1409,featBoost,ブースト,Boost,,,,,,0,0,100,,1,1,1000,0,13,2,0,,,Feat,FEAT,feat,,,class,,50,500,10,5,1,,,0,,,,,,,専門の職業に従事し、長い年月を経て獲得した特性。,A trait acquired over many years of working in a specialized profession.,あなたは瀕死の時覚醒する。,You are awakened at the threshold of death.,瀕死時に能力が大幅に向上,Boost attributes when near death,,,,,,,,
1410,featReboot,リブート,Reboot,,,,,,0,0,100,,1,1,1000,0,9,2,0,,,Feat,FEAT,feat,,,class,,50,50,10,5,1,,,0,,,,,,,専門の職業に従事し、長い年月を経て獲得した特性。,A trait acquired over many years of working in a specialized profession.,あなたは自身を再起動できる。,You can reboot yourself.,死亡時に再起動,Reboot when dead,,,,,,,,
1411,featEarthStrength,大地の力,Strength of Earth,,,,,,0,0,100,,1,1,1000,0,11,2,0,,,Feat,FEAT,feat,,,class,,50,0,10,5,5,,,0,,,,,,,専門の職業に従事し、長い年月を経て獲得した特性。,A trait acquired over many years of working in a specialized profession.,あなたは大地の力を授かっている。,You are granted the power of the earth.,"重いものを持てる,何でも文句を言わずに持つ,攻撃に重力を付与","Able to lift heavy objects,Carry anything without complaint,Inflict gravity upon attack",,,,,,,,
